#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
PDZD3-11-1	chr11	+	119185457	119190223	PDZD3	79849
ECHDC1-6-1	chr6	-	127288712	127344179	ECHDC1	55862
LINC01616-11-1	chr11	-	29980120	29982393	LINC01616	106456574
NR3C1-5-1	chr5	-	143277931	143435512	NR3C1	2908
MIR4697HG-11-1	chr11	-	133896435	133901740	MIR4697HG	283174
LINC02561-10-1	chr10	-	5265989	5271236	LINC02561	110806285
TULP1-6-1	chr6	-	35497874	35512938	TULP1	7287
SIT1-9-1	chr9	-	35649298	35650950	SIT1	27240
RBFADN-18-1	chr18	+	80067256	80081304	RBFADN	100506070
FAM197Y4-24-1	chrY	-	9479053	9484654	FAM197Y4	100289188
TTC24-1-1	chr1	+	156581365	156587728	TTC24	164118
RPS4X-23-1	chrX	-	72272603	72277291	RPS4X	6191
MRPL24-1-1	chr1	-	156737302	156741267	MRPL24	79590
RDH10-8-1	chr8	+	73294602	73325285	RDH10	157506
MIR4733-17-1	chr17	-	31094350	31094425	MIR4733	100616266
MRPS9-2-1	chr2	+	105037469	105099960	MRPS9	64965
TIAM1-21-1	chr21	-	31118418	31559977	TIAM1	7074
LINC00200-10-1	chr10	+	1159768	1164672	LINC00200	399706
UBE2T-1-1	chr1	-	202331657	202341966	UBE2T	29089
LINC01115-2-1	chr2	-	779840	868426	LINC01115	339822
LINC00870-3-1	chr3	+	72151257	72174339	LINC00870	201617
PMS2-7-1	chr7	-	5970925	6009106	PMS2	5395
POT1-AS1-7-1	chr7	+	124929873	125145234	POT1-AS1	401398
FSHB-11-1	chr11	+	30231016	30235277	FSHB	2488
STK31-7-1	chr7	+	23710140	23832515	STK31	56164
RPRD1A-18-1	chr18	-	35982385	36067594	RPRD1A	55197
MPZL3-11-1	chr11	-	118226690	118252368	MPZL3	196264
LINC02265-4-1	chr4	+	40307185	40330419	LINC02265	101060498
RNA5S13-1-1	chr1	-	228637094	228637214	RNA5S13	100169764
TMEM127-2-1	chr2	-	96248514	96266013	TMEM127	55654
KATNA1-6-1	chr6	-	149594873	149649018	KATNA1	11104
C2ORF54-2-1	chr2	-	240886048	240896889	C2orf54	79919
LRRC48-17-1	chr17	+	17972766	18016889	DRC3	83450
LINC01063-3-1	chr3	-	196631504	196632587	LINC01063	101929769
BMPR1B-4-1	chr4	+	94757977	95158453	BMPR1B	658
TNK1-17-1	chr17	+	7380559	7389964	TNK1	8711
DHX37-12-1	chr12	-	124946824	124989125	DHX37	57647
PDXDC1-16-1	chr16	+	14974591	15153343	PDXDC1	23042
ABHD4-14-1	chr14	+	22598238	22612864	ABHD4	63874
NAPSA-19-1	chr19	-	50358472	50369331	NAPSA	9476
RFK-9-1	chr9	-	76385517	76394528	RFK	55312
OR1F12-6-1	chr6	+	28073316	28074329	OR1F12	442179
TREM1-6-1	chr6	-	41267385	41286745	TREM1	54210
KHNYN-14-1	chr14	+	24423186	24441342	KHNYN	23351
C10ORF11-10-1	chr10	+	75431646	76557375	LRMDA	83938
LOC101927488-5-1	chr5	-	126272517	126285175	LOC101927488	101927488
SNORD77B-8-1	chr8	+	100004582	100004651	SNORD77B	109616982
RNU11-1-1	chr1	+	28648600	28648734	RNU11	26824
KCMF1-2-1	chr2	+	84971108	85059472	KCMF1	56888
TFAM-10-1	chr10	+	58385143	58399230	TFAM	7019
OR1J4-9-1	chr9	+	122519141	122520082	OR1J4	26219
LIPF-10-1	chr10	+	88664389	88678815	LIPF	8513
LOC101927575-9-1	chr9	+	84063443	84094601	LOC101927575	101927575
MIR5694-14-1	chr14	-	67441855	67441930	MIR5694	100847064
LINC01413-15-1	chr15	+	57319138	57325039	LINC01413	101928611
CAP1-1-1	chr1	+	40040065	40072649	CAP1	10487
SNORD114-7-14-1	chr14	+	100963054	100963129	SNORD114-7	767583
OR51E2-11-1	chr11	-	4680171	4697846	OR51E2	81285
MAEA-4-1	chr4	+	1289851	1340148	MAEA	10296
MANF-3-1	chr3	+	51385237	51389397	MANF	7873
LINC00970-1-1	chr1	-	168903905	169087005	LINC00970	101978719
STARD9-15-1	chr15	+	42575610	42720998	STARD9	57519
NELFE-6-1	chr6	-	31952087	31959087	NELFE	7936
FAM138D-12-1	chr12	-	36661	38133	FAM138D	677784
KIF26B-AS1-1-1	chr1	-	245206444	245234517	KIF26B-AS1	111216275
ZCCHC6-9-1	chr9	-	86287733	86354497	ZCCHC6	79670
FAM58A-23-1	chrX	-	153587925	153599177	CCNQ	92002
MYEOV-11-1	chr11	+	69294138	69297287	MYEOV	26579
MIR548C-12-1	chr12	+	64622509	64622605	MIR548C	693129
PRDM6-5-1	chr5	+	123089103	123194266	PRDM6	93166
SNORA19-10-1	chr10	-	119060011	119060138	SNORA19	641451
B4GALT6-18-1	chr18	-	31621036	31724670	B4GALT6	9331
FKBP3-14-1	chr14	-	45115292	45134529	FKBP3	2287
TRPC3-4-1	chr4	-	121875980	121952060	TRPC3	7222
MIR4772-2-1	chr2	+	102432289	102432366	MIR4772	100616157
SCEL-AS1-13-1	chr13	-	77599755	77606551	SCEL-AS1	104355296
PAK7-20-1	chr20	-	9537390	9839042	PAK5	57144
LOC284889-22-1	chr22	-	23893710	23898930	MIF-AS1	284889
ADCY1-7-1	chr7	+	45574140	45723116	ADCY1	107
LINC02353-4-1	chr4	+	32351038	32353220	LINC02353	101927363
C17ORF47-17-1	chr17	-	58541587	58544372	C17orf47	284083
MIR3193-20-1	chr20	+	31607186	31607240	MIR3193	100422904
SLC16A7-12-1	chr12	+	59595934	59789855	SLC16A7	9194
ARL16-17-1	chr17	-	81681165	81683924	ARL16	339231
ZNF862-7-1	chr7	+	149838367	149867479	ZNF862	643641
PRKCD-3-1	chr3	+	53161207	53192717	PRKCD	5580
MIR8074-19-1	chr19	-	51206929	51207009	MIR8074	102465873
CCT2-12-1	chr12	+	69585428	69601577	CCT2	10576
SNORA23-11-1	chr11	+	9428766	9428954	SNORA23	677808
LINC02412-12-1	chr12	+	93174366	93181832	LINC02412	102724933
LOC102723544-12-1	chr12	-	253442	257299	LOC102723544	102723544
GC-4-1	chr4	-	71741693	71805520	GC	2638
TMEM191A-22-1	chr22	+	20701114	20704603	TMEM191A	84222
IL3RA-24-1	chrY	+	1336574	1382689	IL3RA	3563
TAF10-11-1	chr11	-	6610817	6612244	TAF10	6881
PRICKLE2-3-1	chr3	-	64093850	64445476	PRICKLE2	166336
TNFRSF1B-1-1	chr1	+	12166948	12209222	TNFRSF1B	7133
LOC728730-2-1	chr2	+	39437416	39601344	LOC728730	728730
CYP4A11-1-1	chr1	-	46929174	46941484	CYP4A11	1579
HSH2D-19-1	chr19	+	16134028	16158575	HSH2D	84941
LOC105375297-7-1	chr7	-	57221169	57222174	LOC105375297	105375297
SNORD18A-15-1	chr15	-	66503245	66503314	SNORD18A	595098
ZNF560-19-1	chr19	-	9445710	9506692	ZNF560	147741
YBX3-12-1	chr12	-	10699077	10723442	YBX3	8531
CCDC37-3-1	chr3	+	126394893	126436556	CFAP100	348807
NR4A1-12-1	chr12	+	52022832	52059507	NR4A1	3164
SIRT3-11-1	chr11	-	215030	236950	SIRT3	23410
LOC440346-16-1	chr16	+	22374887	22378180	LOC440346	440346
CCNB3-23-1	chrX	+	50202713	50351914	CCNB3	85417
ZNF729-19-1	chr19	+	22286450	22317176	ZNF729	100287226
OVOS2-12-1	chr12	-	31111652	31201235	OVOS2	144203
LOC105369921-12-1	chr12	-	95795345	95858839	LOC105369921	105369921
BMP5-6-1	chr6	-	55753653	55875590	BMP5	653
EGFL6-23-1	chrX	+	13569575	13633575	EGFL6	25975
HSF1-8-1	chr8	+	144291569	144314726	HSF1	3297
LOC101928942-4-1	chr4	+	81164940	81193395	LOC101928942	101928942
RPL31P11-1-1	chr1	-	161683695	161685252	RPL31P11	641311
MIR642B-19-1	chr19	-	45674932	45675008	MIR642B	100500845
FBXO7-22-1	chr22	+	32474682	32498831	FBXO7	25793
DCST2-1-1	chr1	-	155018513	155033781	DCST2	127579
SYCE2-19-1	chr19	-	12898229	12919674	SYCE2	256126
DAGLB-7-1	chr7	-	6409116	6448012	DAGLB	221955
LOC100289187-7-1	chr7	+	99572366	99611045	TMEM225B	100289187
P2RY12-3-1	chr3	-	151336843	151384812	P2RY12	64805
CAMK2G-10-1	chr10	-	73812501	73874591	CAMK2G	818
LINC02241-5-1	chr5	+	20611840	20937693	LINC02241	105374676
OVAAL-1-1	chr1	+	180558974	180566518	OVAAL	148756
METTL9-16-1	chr16	+	21597221	21657473	METTL9	51108
ZNF32-AS1-10-1	chr10	+	43643872	43645047	ZNF32-AS1	414197
FAM101A-12-1	chr12	+	124289164	124316024	RFLNA	144347
ABCB10-1-1	chr1	-	229516582	229558988	ABCB10	23456
GALP-19-1	chr19	+	56176020	56185775	GALP	85569
SNORD1B-17-1	chr17	+	76561108	76561193	SNORD1B	677849
RNF175-4-1	chr4	-	153710160	153760983	RNF175	285533
ZNF624-17-1	chr17	-	16620734	16655210	ZNF624	57547
KRT6C-12-1	chr12	-	52468516	52473785	KRT6C	286887
GARNL3-9-1	chr9	+	127224471	127393655	GARNL3	84253
MIR579-5-1	chr5	-	32394378	32394475	MIR579	693164
MIR548AM-23-1	chrX	-	16627012	16627085	MIR548AM	100616428
GTF2I-7-1	chr7	+	74657665	74760692	GTF2I	2969
SNORD115-27-15-1	chr15	+	25220503	25220578	SNORD115-27	100036564
MAP4-3-1	chr3	-	47850690	48089279	MAP4	4134
LINC02205-15-1	chr15	-	70503907	70505928	LINC02205	105370880
HYDIN-16-1	chr16	-	70802084	71230722	HYDIN	54768
BTBD19-1-1	chr1	+	44807442	44814199	BTBD19	149478
KCNH1-IT1-1-1	chr1	-	211132279	211133374	KCNH1-IT1	100874296
SNORA9-7-1	chr7	-	44985378	44985510	SNORA9	677798
ENTPD6-20-1	chr20	+	25195670	25228075	ENTPD6	955
TUBGCP6-22-1	chr22	-	50217689	50245028	TUBGCP6	85378
LINC00621-13-1	chr13	-	22876392	22916369	LINC00621	100996930
GSX1-13-1	chr13	+	27792643	27793952	GSX1	219409
CARD10-22-1	chr22	-	37490362	37519203	CARD10	29775
WDR27-6-1	chr6	-	169426420	169702063	WDR27	253769
SNRNP27-2-1	chr2	+	69893943	69905236	SNRNP27	11017
MPP5-14-1	chr14	+	67241295	67336061	MPP5	64398
LINC01694-21-1	chr21	+	45593654	45603056	LINC01694	105372840
RRP7B-22-1	chr22	-	42573244	42582011	RRP7BP	91695
LINC00882-3-1	chr3	-	107109790	107240638	LINC00882	100302640
DARS-AS1-2-1	chr2	+	135985176	136007542	DARS-AS1	101928243
RAET1K-6-1	chr6	-	149998019	150005144	RAET1K	646024
DUSP5P1-1-1	chr1	+	228644910	228652412	DUSP5P1	574029
KRT10-17-1	chr17	-	40818117	40822621	KRT10	3858
FLJ23867-1-1	chr1	+	180198009	180200725	FLJ23867	200058
LINC02554-22-1	chr22	+	27310651	27317840	LINC02554	100507657
HLA-DQA1-6-1	chr6	+	32637406	32654846	HLA-DQA1	3117
STMN4-8-1	chr8	-	27235323	27258865	STMN4	81551
FLT3LG-19-1	chr19	+	49474172	49487037	FLT3LG	2323
PER3-1-1	chr1	+	7784285	7845181	PER3	8863
SZRD1-1-1	chr1	+	16367030	16398148	SZRD1	26099
ENG-9-1	chr9	-	127815012	127854773	ENG	2022
MIR3116-1-1-1	chr1	+	62078786	62078859	MIR3116-1	100422902
LHFPL1-23-1	chrX	-	112630651	112680178	LHFPL1	340596
SNORD72-5-1	chr5	-	40832656	40832735	SNORD72	619564
MIR3166-11-1	chr11	+	88176502	88176593	MIR3166	100423040
LOC101927429-1-1	chr1	+	144663837	144689892	LOC101927429	101927429
DUSP13-10-1	chr10	-	75094432	75109221	DUSP13	51207
MBNL2-13-1	chr13	+	97222289	97394120	MBNL2	10150
LINC00434-13-1	chr13	-	60214347	60268104	LINC00434	100874169
LINC00678-11-1	chr11	-	27617626	27634627	LINC00678	101410541
RPS16-19-1	chr19	-	39433137	39436020	RPS16	6217
DSCAM-AS1-21-1	chr21	+	40383083	40385358	DSCAM-AS1	100506492
BZRAP1-17-1	chr17	-	58301227	58329030	TSPOAP1	9256
NDUFS4-5-1	chr5	+	53560610	53683341	NDUFS4	4724
IGFL2-AS1-19-1	chr19	-	46189029	46203062	IGFL2-AS1	645553
RAB1A-2-1	chr2	-	65086854	65130301	RAB1A	5861
ITGB1BP1-2-1	chr2	-	9405681	9423569	ITGB1BP1	9270
MIR6747-11-1	chr11	-	62567011	62567071	MIR6747	102465447
MAGEH1-23-1	chrX	+	55452089	55453568	MAGEH1	28986
C2ORF42-2-1	chr2	-	70149880	70191071	C2orf42	54980
C19ORF83-19-1	chr19	+	45641494	45642840	EML2-AS1	100287177
FAR2-12-1	chr12	+	29149003	29335617	FAR2	55711
SNAR-A14-19-1	chr19	-	50097826	50097946	SNAR-A14	100191063
CCDC9-19-1	chr19	+	47256474	47271958	CCDC9	26093
PLEKHN1-1-1	chr1	+	965820	975108	PLEKHN1	84069
C9ORF72-9-1	chr9	-	27546546	27573866	C9orf72	203228
UTAT33-2-1	chr2	-	105097052	105102944	UTAT33	101927492
KIF3A-5-1	chr5	-	132688808	132737578	KIF3A	11127
CASQ1-1-1	chr1	+	160190495	160201886	CASQ1	844
C22ORF23-22-1	chr22	-	37943050	37953669	C22orf23	84645
LOC101927551-22-1	chr22	-	45000565	45003619	LOC101927551	101927551
CCL27-9-1	chr9	-	34661883	34662692	CCL27	10850
DPPA2-3-1	chr3	-	109293788	109316589	DPPA2	151871
UBAP2L-1-1	chr1	+	154220172	154271510	UBAP2L	9898
PTH2-19-1	chr19	-	49422414	49423441	PTH2	113091
MIR30C1-1-1	chr1	+	40757284	40757372	MIR30C1	407031
XACT-23-1	chrX	-	113616300	113618153	XACT	105463123
BCAS2-1-1	chr1	-	114567557	114581644	BCAS2	10286
LCMT1-16-1	chr16	+	25111702	25178231	LCMT1	51451
LINC01398-1-1	chr1	-	46446673	46449704	LINC01398	101929651
FADS3-11-1	chr11	-	61873523	61892224	FADS3	3995
MIR1249-22-1	chr22	-	45200954	45201019	MIR1249	100302149
SETD2-3-1	chr3	-	47016408	47164037	SETD2	29072
POLD2-7-1	chr7	-	44114680	44123668	POLD2	5425
ADH1A-4-1	chr4	-	99276366	99291028	ADH1A	124
BPIFB3-20-1	chr20	+	33055331	33073637	BPIFB3	359710
OR5D13-11-1	chr11	+	55773438	55774382	OR5D13	390142
CCNJ-10-1	chr10	+	96042848	96060870	CCNJ	54619
LOC101927640-6-1	chr6	+	112236596	112306683	LOC101927640	101927640
RP1-8-1	chr8	+	54509448	54630834	RP1	6101
LINC01813-2-1	chr2	-	56074654	56090382	LINC01813	101927165
SPINK5-5-1	chr5	+	148063972	148137362	SPINK5	11005
AGO2-8-1	chr8	-	140520151	140642406	AGO2	27161
SNORD116-30-15-1	chr15	+	25108268	25108352	SNORD116-30	100873856
NAALADL1-11-1	chr11	-	65044818	65059020	NAALADL1	10004
SNAR-C5-19-1	chr19	+	47913051	47913170	SNAR-C5	100170223
CPVL-7-1	chr7	-	28995231	29195451	CPVL	54504
STC1-8-1	chr8	-	23841921	23854807	STC1	6781
RPL30-8-1	chr8	-	98041710	98045590	RPL30	6156
MIR4739-17-1	chr17	-	79707176	79707249	MIR4739	100616170
SAR1A-10-1	chr10	-	70150204	70170529	SAR1A	56681
ATL3-11-1	chr11	-	63624082	63671974	ATL3	25923
ZNF585B-19-1	chr19	-	37181579	37210549	ZNF585B	92285
GPR101-23-1	chrX	-	137030148	137031674	GPR101	83550
TMTC3-12-1	chr12	+	88142296	88199887	TMTC3	160418
SHPRH-6-1	chr6	-	145857838	145964285	SHPRH	257218
IMPG2-3-1	chr3	-	101222546	101320575	IMPG2	50939
CXORF21-23-1	chrX	-	30558824	30577916	CXorf21	80231
CLYBL-AS2-13-1	chr13	-	99690098	99690971	CLYBL-AS2	100874063
SNORD116-20-15-1	chr15	+	25087661	25087754	SNORD116-20	100033431
MAP3K6-1-1	chr1	-	27355179	27368037	MAP3K6	9064
NOXA1-9-1	chr9	+	137423372	137434406	NOXA1	10811
PARP9-3-1	chr3	-	122527910	122564676	PARP9	83666
ZNF431-19-1	chr19	+	21142009	21196053	ZNF431	170959
HOXA3-7-1	chr7	-	27106190	27153238	HOXA3	3200
SLC36A2-5-1	chr5	-	151314978	151347590	SLC36A2	153201
AQP7P3-9-1	chr9	+	65877574	65912560	AQP7P3	441432
PYCR1-17-1	chr17	-	81932384	81937328	PYCR1	5831
FGF13-AS1-23-1	chrX	+	138712107	138716605	FGF13-AS1	100129662
HSD3BP4-1-1	chr1	+	119563880	119572576	HSD3BP4	128102
TACR1-2-1	chr2	-	75046463	75199519	TACR1	6869
BLOC1S5-TXNDC5-6-1	chr6	-	7881250	8064414	BLOC1S5-TXNDC5	100526836
DMTF1-7-1	chr7	+	87152361	87196332	DMTF1	9988
PALD1-10-1	chr10	+	70458542	70568450	PALD1	27143
C21ORF49-21-1	chr21	+	32772100	32797707	C21orf62-AS1	54067
TAPT1-4-1	chr4	-	16160505	16226538	TAPT1	202018
LINC00685-24-1	chrY	+	319145	321332	LINC00685	283981
NRP2-2-1	chr2	+	205682500	205798133	NRP2	8828
ACD-16-1	chr16	-	67657512	67660832	ACD	65057
PCNA-20-1	chr20	-	5114953	5126622	PCNA	5111
C3ORF36-3-1	chr3	-	133928145	133929812	C3orf36	80111
SYTL1-1-1	chr1	+	27341992	27353932	SYTL1	84958
SLFNL1-AS1-1-1	chr1	+	41014590	41043890	SLFNL1-AS1	100507178
MIR6751-11-1	chr11	-	65129916	65129978	MIR6751	102465449
LINC01685-1-1	chr1	+	38475196	38476484	LINC01685	105378656
LARGE-22-1	chr22	-	33162237	33922841	LARGE1	9215
LOC105378933-1-1	chr1	-	119000344	119001405	LOC105378933	105378933
CHRNB1-17-1	chr17	+	7445087	7457613	CHRNB1	1140
CHRM4-11-1	chr11	-	46384792	46386608	CHRM4	1132
LYNX1-8-1	chr8	-	142771197	142777848	LYNX1	66004
SLC12A9-7-1	chr7	+	100826874	100867012	SLC12A9	56996
AMBP-9-1	chr9	-	114060127	114078472	AMBP	259
GNAS-AS1-20-1	chr20	-	58818918	58850903	GNAS-AS1	149775
WWTR1-AS1-3-1	chr3	+	149658210	149661364	WWTR1-AS1	100128025
MGC34034-6-1	chr6	+	133821147	133853992	LINC01312	154089
TUBGCP3-13-1	chr13	-	112485005	112606469	TUBGCP3	10426
PRMT2-21-1	chr21	+	46635156	46665685	PRMT2	3275
OGN-9-1	chr9	-	92383271	92404699	OGN	4969
LINC02065-5-1	chr5	-	66205123	66209446	LINC02065	101928741
ITPRIP-10-1	chr10	-	104309696	104338493	ITPRIP	85450
TTLL12-22-1	chr22	-	43166622	43187131	TTLL12	23170
BRE-2-1	chr2	+	27888709	28338901	BABAM2	9577
FLJ46906-6-1	chr6	+	138691668	138697288	FLJ46906	441172
NGRN-15-1	chr15	+	90265663	90272211	NGRN	51335
C7ORF72-7-1	chr7	+	50095861	50159256	SPATA48	100130988
FAM3C-7-1	chr7	-	121348851	121396369	FAM3C	10447
HEATR5B-2-1	chr2	-	36980999	37084384	HEATR5B	54497
FLJ26245-16-1	chr16	+	35746552	35756624	LINC02167	400533
ACTR1B-2-1	chr2	-	97655939	97664098	ACTR1B	10120
UCKL1-20-1	chr20	-	63939829	63956447	UCKL1	54963
MCHR1-22-1	chr22	+	40679178	40682814	MCHR1	2847
ENGASE-17-1	chr17	+	79074812	79088603	ENGASE	64772
CEP152-15-1	chr15	-	48662534	48811904	CEP152	22995
SERTAD1-19-1	chr19	-	40422501	40426025	SERTAD1	29950
UBE4B-1-1	chr1	+	10032958	10181239	UBE4B	10277
GAS5-1-1	chr1	-	173863899	173868882	GAS5	60674
EIF5A-17-1	chr17	+	7306999	7312463	EIF5A	1984
BECN1-17-1	chr17	-	42810132	42824316	BECN1	8678
MIR323A-14-1	chr14	+	101025732	101025817	MIR323A	442897
ACOT2-14-1	chr14	+	73567620	73575658	ACOT2	10965
LOC101927815-8-1	chr8	-	2530092	2728451	LOC101927815	101927815
YIPF6-23-1	chrX	+	68498362	68572459	YIPF6	286451
TIMP4-3-1	chr3	-	12153068	12159351	TIMP4	7079
IQCH-15-1	chr15	+	67254772	67501804	IQCH	64799
MIR3615-17-1	chr17	+	74748613	74748699	MIR3615	100500847
RSPH1-21-1	chr21	-	42472486	42496354	RSPH1	89765
IRF4-6-1	chr6	+	391739	411443	IRF4	3662
UBAP1-9-1	chr9	+	34179005	34252523	UBAP1	51271
SMIM19-8-1	chr8	+	42541155	42552997	SMIM19	114926
CALHM1-10-1	chr10	-	103453387	103458891	CALHM1	255022
STBD1-4-1	chr4	+	76306026	76311130	STBD1	8987
CKB-14-1	chr14	-	103519658	103522859	CKB	1152
RASA4B-7-1	chr7	-	102483139	102517777	RASA4B	100271927
PITPNA-17-1	chr17	-	1517989	1562816	PITPNA	5306
HEYL-1-1	chr1	-	39623431	39639676	HEYL	26508
SORD-15-1	chr15	+	45023104	45075089	SORD	6652
DIAPH2-23-1	chrX	+	96684663	97600598	DIAPH2	1730
ZNF649-AS1-19-1	chr19	+	51888025	51900464	ZNF649-AS1	101928571
LSINCT5-5-1	chr5	+	2712591	2715237	LSINCT5	101234261
PDK3-23-1	chrX	+	24465227	24550466	PDK3	5165
MEF2D-1-1	chr1	-	156463721	156500842	MEF2D	4209
PTCHD2-1-1	chr1	+	11479155	11537583	DISP3	57540
RAB30-11-1	chr11	-	82973133	83071923	RAB30	27314
LOC100506368-11-1	chr11	+	86955621	87000950	LOC100506368	100506368
MALAT1-11-1	chr11	+	65497738	65506516	MALAT1	378938
TNFSF13-17-1	chr17	+	7558292	7561608	TNFSF13	8741
LOC100303749-5-1	chr5	-	65944805	65945573	LOC100303749	100303749
LOC728392-17-1	chr17	-	5499427	5500999	LOC728392	728392
TTN-AS1-2-1	chr2	+	178522827	178620217	TTN-AS1	100506866
LOC101927142-2-1	chr2	-	100972648	100977161	LOC101927142	101927142
LOC100505532-8-1	chr8	-	60402171	60413818	LINC01301	100505532
MIR3617-20-1	chr20	-	45705102	45705180	MIR3617	100500897
MIR2278-9-1	chr9	+	94809962	94810057	MIR2278	100313780
MFRP-11-1	chr11	-	119338934	119346673	MFRP	83552
STRA13-17-1	chr17	-	82018703	82022930	CENPX	201254
SMARCA2-9-1	chr9	+	2015219	2193624	SMARCA2	6595
MIR6887-19-1	chr19	+	35122700	35122764	MIR6887	102466205
SNRPA-19-1	chr19	+	40750854	40765392	SNRPA	6626
MIR6778-17-1	chr17	-	18340814	18340886	MIR6778	102466733
ADAMTSL4-AS1-1-1	chr1	-	150560895	150574552	ADAMTSL4-AS1	574406
SFT2D2-1-1	chr1	+	168226017	168242850	SFT2D2	375035
ART1-11-1	chr11	+	3645110	3665516	ART1	417
MIR6782-17-1	chr17	-	44207771	44207839	MIR6782	102465469
SYCP3-12-1	chr12	-	101728648	101739721	SYCP3	50511
CRYGS-3-1	chr3	-	186538439	186544451	CRYGS	1427
SGCA-17-1	chr17	+	50165517	50175932	SGCA	6442
IL17RE-3-1	chr3	+	9902087	9916402	IL17RE	132014
PNPLA7-9-1	chr9	-	137459399	137550666	PNPLA7	375775
FLJ33534-2-1	chr2	-	11099851	11132176	FLJ33534	285150
PROX1-1-1	chr1	+	213983239	214041510	PROX1	5629
EMX2OS-10-1	chr10	-	117484293	117545068	EMX2OS	196047
LINC00682-4-1	chr4	-	41879521	41882611	LINC00682	101927074
CD2AP-6-1	chr6	+	47477746	47627263	CD2AP	23607
CAPN1-11-1	chr11	+	65181215	65212006	CAPN1	823
FBXO17-19-1	chr19	-	38941401	38975813	FBXO17	115290
CALY-10-1	chr10	-	133325423	133336983	CALY	50632
LOXL1-AS1-15-1	chr15	-	73917468	73928248	LOXL1-AS1	100287616
GNG14-19-1	chr19	+	12687998	12688420	GNG14	105372280
MRPL47-3-1	chr3	-	179588465	179604646	MRPL47	57129
MIR4312-15-1	chr15	-	68801850	68801925	MIR4312	100422971
FZD10-12-1	chr12	+	130162459	130165740	FZD10	11211
AK8-9-1	chr9	-	132725574	132878811	AK8	158067
MIR516A1-19-1	chr19	+	53756741	53756830	MIR516A1	574498
RND3-2-1	chr2	-	150468193	150487695	RND3	390
LOC105372273-19-1	chr19	+	11203628	11216168	LOC105372273	105372273
MTX2-2-1	chr2	+	176269395	176338025	MTX2	10651
MIR636-17-1	chr17	-	76736450	76736548	MIR636	693221
ELOVL1-1-1	chr1	-	43363397	43368074	ELOVL1	64834
PTGER4-5-1	chr5	+	40679930	40740936	PTGER4	5734
SMAD9-13-1	chr13	-	36844831	36920721	SMAD9	4093
SOGA3-6-1	chr6	-	127438406	127519355	SOGA3	387104
GTF3C6-6-1	chr6	+	110958560	110967888	GTF3C6	112495
IGF2BP2-3-1	chr3	-	185643131	185825056	IGF2BP2	10644
CGB-19-1	chr19	-	49022869	49024375	CGB3	1082
CRP-1-1	chr1	-	159712289	159714589	CRP	1401
FAM127B-23-1	chrX	-	135050932	135052191	RTL8A	26071
PTENP1-AS-9-1	chr9	+	33677268	33688011	PTENP1-AS	101243555
RIPK4-21-1	chr21	-	41739369	41767089	RIPK4	54101
LOC100506746-4-1	chr4	-	86924894	86934850	AFF1-AS1	100506746
STK24-13-1	chr13	-	98450199	98577151	STK24	8428
LILRA4-19-1	chr19	-	54333185	54339169	LILRA4	23547
LINC02516-4-1	chr4	-	124499942	124558434	LINC02516	101927087
BUB1-2-1	chr2	-	110637698	110678107	BUB1	699
OTOP1-4-1	chr4	-	4188726	4226894	OTOP1	133060
S100A4-1-1	chr1	-	153543619	153545806	S100A4	6275
LCE4A-1-1	chr1	+	152709047	152709434	LCE4A	199834
LOC101928896-11-1	chr11	+	78533176	78558565	LOC101928896	101928896
SEMG2-20-1	chr20	+	45221369	45224458	SEMG2	6407
ZZEF1-17-1	chr17	-	4004445	4143020	ZZEF1	23140
FAM106B-17-1	chr17	+	20417020	20418518	FAM106B	100996259
ACTL6A-3-1	chr3	+	179562880	179588405	ACTL6A	86
MIR3146-7-1	chr7	-	19705358	19705436	MIR3146	100422967
FGF10-AS1-5-1	chr5	+	44388732	44413989	FGF10-AS1	101927075
GFRA2-8-1	chr8	-	21690403	21789296	GFRA2	2675
LOC105378269-10-1	chr10	+	42755142	42769621	LOC105378269	105378269
MIRLET7F2-23-1	chrX	-	53557192	53557274	MIRLET7F2	406889
LINC00623-1-1	chr1	+	120912238	120955811	LINC00623	728855
MALT1-18-1	chr18	+	58671386	58753806	MALT1	10892
SMAD5-5-1	chr5	+	136132845	136182734	SMAD5	4090
RIC8A-11-1	chr11	+	207511	215175	RIC8A	60626
UBE2H-7-1	chr7	-	129830732	129952960	UBE2H	7328
TAT-16-1	chr16	-	71566851	71577095	TAT	6898
SLFN12-17-1	chr17	-	35407171	35433310	SLFN12	55106
CRISP2-6-1	chr6	-	49676665	49714198	CRISP2	7180
CCDC144CP-17-1	chr17	+	20321174	20402191	CCDC144CP	348254
MIR4660-8-1	chr8	+	9048445	9048518	MIR4660	100616350
NSUN3-3-1	chr3	+	94062905	94131832	NSUN3	63899
ERC1-12-1	chr12	+	990030	1495933	ERC1	23085
CA1-8-1	chr8	-	85328229	85378154	CA1	759
LOC389705-9-1	chr9	+	14993327	15019724	LOC389705	389705
LINC02422-12-1	chr12	-	31876969	31887203	LINC02422	105369723
CCDC22-23-1	chrX	+	49235467	49250526	CCDC22	28952
PANX1-11-1	chr11	+	94128928	94185596	PANX1	24145
CDK17-12-1	chr12	-	96278261	96400588	CDK17	5128
HOXC12-12-1	chr12	+	53954868	53956606	HOXC12	3228
PAGE5-23-1	chrX	+	55220347	55224108	PAGE5	90737
